InvoiceLineId,InvoiceId,TrackId,UnitPrice,Quantity,created_at,updated_at
362,67,2172,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
363,67,2178,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
364,68,2187,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
365,68,2196,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
366,68,2205,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
367,68,2214,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
368,68,2223,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
369,68,2232,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
370,68,2241,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
371,68,2250,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
372,68,2259,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
373,68,2268,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
374,68,2277,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
375,68,2286,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
376,68,2295,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
377,68,2304,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
378,69,2318,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
379,70,2319,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
380,70,2320,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
381,71,2322,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
382,71,2324,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
383,72,2326,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
384,72,2328,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
385,72,2330,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
386,72,2332,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
387,73,2336,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
388,73,2340,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
389,73,2344,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
390,73,2348,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
391,73,2352,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
392,73,2356,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
393,74,2362,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
394,74,2368,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
395,74,2374,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
396,74,2380,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
397,74,2386,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
398,74,2392,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
399,74,2398,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
400,74,2404,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
401,74,2410,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
402,75,2419,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
403,75,2428,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
404,75,2437,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
405,75,2446,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
406,75,2455,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
407,75,2464,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
408,75,2473,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
409,75,2482,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
410,75,2491,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
411,75,2500,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
412,75,2509,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
413,75,2518,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
414,75,2527,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
415,75,2536,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
416,76,2550,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
417,77,2551,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
418,77,2552,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
419,78,2554,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
420,78,2556,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
421,79,2558,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
422,79,2560,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
423,79,2562,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
424,79,2564,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
425,80,2568,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
426,80,2572,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
427,80,2576,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
428,80,2580,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
429,80,2584,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
430,80,2588,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
431,81,2594,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
432,81,2600,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
433,81,2606,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
434,81,2612,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
435,81,2618,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
436,81,2624,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
437,81,2630,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
438,81,2636,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
439,81,2642,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
440,82,2651,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
441,82,2660,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
442,82,2669,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
443,82,2678,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
444,82,2687,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
445,82,2696,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
446,82,2705,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
447,82,2714,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
448,82,2723,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
449,82,2732,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
450,82,2741,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
451,82,2750,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
452,82,2759,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
453,82,2768,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
454,83,2782,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
455,84,2783,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
456,84,2784,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
457,85,2786,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
458,85,2788,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
459,86,2790,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
460,86,2792,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
461,86,2794,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
462,86,2796,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
463,87,2800,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
464,87,2804,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
465,87,2808,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
466,87,2812,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
467,87,2816,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
468,87,2820,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
469,88,2826,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
470,88,2832,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
471,88,2838,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
472,88,2844,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
473,88,2850,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
474,88,2856,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
475,88,2862,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
476,88,2868,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
477,88,2874,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
478,89,2883,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
479,89,2892,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
480,89,2901,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
481,89,2910,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
482,89,2919,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
483,89,2928,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
484,89,2937,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
485,89,2946,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
486,89,2955,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
487,89,2964,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
488,89,2973,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
489,89,2982,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
490,89,2991,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
491,89,3000,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
492,90,3014,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
493,91,3015,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
494,91,3016,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
495,92,3018,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
496,92,3020,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
497,93,3022,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
498,93,3024,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
499,93,3026,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
500,93,3028,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
501,94,3032,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
502,94,3036,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
503,94,3040,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
504,94,3044,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
505,94,3048,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
506,94,3052,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
507,95,3058,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
508,95,3064,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
509,95,3070,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
510,95,3076,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
511,95,3082,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
512,95,3088,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
513,95,3094,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
514,95,3100,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
515,95,3106,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
516,96,3115,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
517,96,3124,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
518,96,3133,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
519,96,3142,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
520,96,3151,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
521,96,3160,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
522,96,3169,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
523,96,3178,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
524,96,3187,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
525,96,3196,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
526,96,3205,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
527,96,3214,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
528,96,3223,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
529,96,3232,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
530,97,3246,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
531,98,3247,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
532,98,3248,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
533,99,3250,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
534,99,3252,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
535,100,3254,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
536,100,3256,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
537,100,3258,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
538,100,3260,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
539,101,3264,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
540,101,3268,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
541,101,3272,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
542,101,3276,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
543,101,3280,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
544,101,3284,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
545,102,3290,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
546,102,3296,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
547,102,3302,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
548,102,3308,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
549,102,3314,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
550,102,3320,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
551,102,3326,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
552,102,3332,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
553,102,3338,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
554,103,3347,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
555,103,3356,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
556,103,3365,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
557,103,3374,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
558,103,3383,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
559,103,3392,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
560,103,3401,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
561,103,3410,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
562,103,3419,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
563,103,3428,1.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
564,103,3437,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
565,103,3446,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
566,103,3455,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
567,103,3464,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
568,104,3478,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
569,105,3479,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
570,105,3480,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
571,106,3482,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
572,106,3484,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
573,107,3486,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
574,107,3488,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
575,107,3490,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
576,107,3492,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
577,108,3496,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
578,108,3500,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
579,108,1,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
580,108,5,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
581,108,9,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
582,108,13,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
583,109,19,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
584,109,25,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
585,109,31,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
586,109,37,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
587,109,43,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
588,109,49,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
589,109,55,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
590,109,61,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
591,109,67,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
592,110,76,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
593,110,85,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
594,110,94,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
595,110,103,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
596,110,112,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
597,110,121,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
598,110,130,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
599,110,139,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
600,110,148,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
601,110,157,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
602,110,166,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
603,110,175,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
604,110,184,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
605,110,193,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
606,111,207,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
607,112,208,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
608,112,209,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
609,113,211,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
610,113,213,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
611,114,215,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
612,114,217,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
613,114,219,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
614,114,221,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
615,115,225,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
616,115,229,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
617,115,233,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
618,115,237,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
619,115,241,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
620,115,245,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
621,116,251,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
622,116,257,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
623,116,263,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
624,116,269,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
625,116,275,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
626,116,281,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
627,116,287,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
628,116,293,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
629,116,299,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
630,117,308,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
631,117,317,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
632,117,326,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
633,117,335,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
634,117,344,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
635,117,353,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
636,117,362,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
637,117,371,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
638,117,380,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
639,117,389,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
640,117,398,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
641,117,407,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
642,117,416,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
643,117,425,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
644,118,439,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
645,119,440,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
646,119,441,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
647,120,443,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
648,120,445,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
649,121,447,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
650,121,449,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
651,121,451,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
652,121,453,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
653,122,457,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
654,122,461,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
655,122,465,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
656,122,469,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
657,122,473,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
658,122,477,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
659,123,483,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
660,123,489,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
661,123,495,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
662,123,501,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
663,123,507,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
664,123,513,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
665,123,519,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
666,123,525,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
667,123,531,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
668,124,540,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
669,124,549,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
670,124,558,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
671,124,567,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
672,124,576,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
673,124,585,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
674,124,594,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
675,124,603,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
676,124,612,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
677,124,621,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
678,124,630,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
679,124,639,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
680,124,648,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
681,124,657,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
682,125,671,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
683,126,672,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
684,126,673,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
685,127,675,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
686,127,677,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
687,128,679,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
688,128,681,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
689,128,683,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
690,128,685,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
691,129,689,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
692,129,693,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
693,129,697,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
694,129,701,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
695,129,705,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
696,129,709,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
697,130,715,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
698,130,721,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
699,130,727,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
700,130,733,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
701,130,739,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
702,130,745,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
703,130,751,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
704,130,757,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
705,130,763,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
706,131,772,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
707,131,781,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
708,131,790,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
709,131,799,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
710,131,808,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
711,131,817,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
712,131,826,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
713,131,835,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
714,131,844,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
715,131,853,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
716,131,862,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
717,131,871,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
718,131,880,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
719,131,889,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
720,132,903,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
721,133,904,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
722,133,905,0.99,1,2024-09-11 11:16:28,2024-09-11 11:16:28
